Tweet_id,Tweet,sent_label,class_label
"1,39655713138666E+018","In Europa e nel mondo se ne parla dall'autunno scorso, soprattutto in UK. Iniziamo a convincerci anche noi, con lentezza, che il #LongCovid  esiste ed è un percorso lungo e difficile.  Il contagio va evitato in tutti i modi, non va ""strumentalizzato"" per l'immunità di gregge.",-1,1
"1,39656477380695E+018","#LongCovid Italia
👉Il 70% di coloro che hanno avuto il #COVID19 hanno sequele dopo 3 mesi.
👉Il 50-60% persino dopo 6 mesi. 

È quanto emerge da uno studio dell'azienda ospedaliera di Padova.",0,1
"1,39659546605849E+018","@MartaEsperti fondatrice @LongCovidItalia ha commentato il provvedimento di .@robersperanza  x assicurare cure ai malati #LongCovid con il #DecretoSotegni bis
""Gli aiuti per controllare i danni del #COVID19  a distanza di tempo sono importanti anche per aiutare la ricerca""",0,1
"1,3966044232002E+018","L'Azienda ospedaliera di Padova 🇮🇹 afferma che fino a 2/3 dei pazienti possono soffrire della condizione #LongCovid malattia seria e complessa che può portare a danni multi-organo e multi-sistema ""che possono essere permanenti"".",0,1
"1,39394105432855E+018",Il futuro Post-Covid19 https://t.co/QZsVL4UrsE,0,0
"1,38625937673908E+018","In un nuovo scioccante rapporto sui vaccini #COVID è stato scoperto che il vaccino contro il coronavirus Pfizer può avere effetti sulla salute a lungo termine non precedentemente divulgati,tra cui ""SLA, Alzheimer e altre malattie neurologiche degenerative"" https://t.co/uhRct3j3hf",-1,0
"1,38640061386127E+018",StateOfMind:Sindrome della capanna e Covid-19 https://t.co/zc65w1KuXT 4,0,0
"1,3864006155473E+018",StateOfMind:Sindrome della capanna e Covid-19 https://t.co/yggsEbsg3W 4,0,0
"1,38640230925777E+018","@Guerrie2021 In un nuovo scioccante rapporto sui vaccini K-19, è stato scoperto che il vaccino contro il coronavirus Xf!z€r può avere effetti sulla salute a lungo termine non precedentemente divulgati, tra cui ""Alzheimer e altre malattie neurologiche degenerative""
https://t.co/FHygKsZUqC",-1,0
"1,38640491609302E+018","@MinervaMcGrani1 @WCostituzione In un nuovo scioccante rapporto sui vaccini K-19, è stato scoperto che il vaccino contro il coronavirus Xf!z€r può avere effetti sulla salute a lungo termine non precedentemente divulgati, tra cui ""Alzheimer e altre malattie neurologiche degenerative""
https://t.co/FHygKthvia",-1,0
"1,38640537185036E+018","@AntonellaBast10 @markred17 In un nuovo scioccante rapporto sui vaccini K-19, è stato scoperto che il vaccino contro il coronavirus Xf!z€r può avere effetti sulla salute a lungo termine non precedentemente divulgati, tra cui ""Alzheimer e altre malattie neurologiche degenerative""
https://t.co/FHygKthvia",-1,0
"1,38642502767165E+018","@DReqvenge2020 @radiosilvana @teoxandra @CorsampRocky @Romy_kitty1 @tripposauro @HoppitiV @NinaRicci_us @SgtPepp30006025 @Ubiklandia @AlbertHofman72 @Marco__Tullio @GrandePinguino E leggo infatti che anche SARS aveva come nome tecnico SARS CoV-1, (ord. Nidovirales) già nel 2003, e in seguito anche la MERS - in effetti una sindrome infettiva da un CoronaVirus, trasmessa dai cammelli - tanto da essere nominata MERS-CoV ICD-10. Erano tutti coronavirus, ecco.",0,0
"1,38365514746148E+018","Tra circa un anno ogni Paese avrà MILIONI di nuovi malati cronici #LongCovid più o meno gravi; con anche patologie ignote che non sappiamo come trattare.

Milioni di nuovi malati cronici.

MILIONI.

Nessun Sistema Sanitario reggerà all'impatto.",-1,1
"1,38368175020784E+018","Insieme agli amici dell’Apiafco per fare il punto su [ stato di accesso alle cure delle persone con psoriasi, liste di attesa e piano della cronicità ]
#Salute 
#SSN 
#COVID19 👇 https://t.co/C3dpyKCu1v",0,0
"1,38368482428881E+018","Sbraccia (Medicina interna @ptvonline2001): ""L'obesità va riconosciuta come malattia cronica. Chi tra gli obesi prende il coronavirus ha maggiori probabilità di essere ricoverate in un'unità di terapia intensiva e di morire di #Covid-19 rispetto ai normopeso""
@qnazionale https://t.co/Z856agv03h",0,0
"1,38369428686506E+018","Felici che .@sivanmanoj sia stato scelto per occuparsi della riabilitazione da #COVID19 in Europa per conto dell'OMS @WHO
 
Qui una sua importante opinione sulla definizione di #LongCovid e l'urgenza della ricerca a riguardo

https://t.co/x7ptvRLFiT",1,1
"1,38370216067266E+018","@gianlucac1 @AndreaStair @piersileri @CrossWordsCW @ThManfredi D'altronde per @MinisteroSalute i negativizzati sono tutti guariti e non considerano il #LongCovid 

#LongCovidItalia #LongCovidKids #longhaulers 

#covid #COVID19 #COVID19italia",-1,1
"1,3837061338781E+018","E’ una sindrome ormai nota: si chiama “#stupidità e isteria indotta da #Sars2”. Sta anche nei manuali di #psichiatria politica.
#COVID19 #mascherine #lockdown",-1,0
"1,38372279767173E+018","Quando considerare il trapianto di polmone per COVID-19 a seguito di ARDS? La sindrome da distress respiratorio acuto è una grave condizione che può portare al decesso del Paziente.
È noto che diversi virus respiratori causano la sindrome da distress

https://t.co/Ws53CWiugw https://t.co/1fZJHRd9sC",0,0
"1,38384812255251E+018","Nuova guida ILO per lo sviluppo delle #competenze nei programmi di investimento ad alta intensità di occupazione #EIIP. In che modo questo può influire sulla #occupabilità, sulle prospettive di #occupazione per i lavoratori a lungo termine. EIIP tema critico nella crisi #COVID19.",0,0
"1,38386882031868E+018",Gli effetti a lungo termine del #COVID19 https://t.co/X5dohkZIWE,0,1
"1,38391304528653E+018","@BarbaraRaval @CoronaLupo Ci sono milioni di virus! Prendendo di mira il coronavirus, il vaccino mRNA renderà il corpo inerte per combattere altri virus perché gli anticorpi umani non si attiveranno e aspetteranno un altro virus ""salvatore""! Il corpo sarà un composto chimico e biologico a lungo termine!",-1,0
"1,38874746413251E+018","#1maggio - Acli: ""Per l’Italia post-Covid ridurre le disuguaglianze socio-economiche è una sfida ineludibile: è giunto il momento di prendere sul serio la questione distributiva e redistributiva"" https://t.co/KzQMrScfiL &gt;&gt; #ilcoraggiodellavoro #ilprimomaggiodelleacli #COVID19 https://t.co/ubWYe0Nc2O",0,0
"1,38875449230951E+018",In Australia si preoccupano della salute dei bambini. Che fa la politica italiana in questo senso? #Covid19 #SARSCoV2 #LongCovidKids,-1,1
"1,38875523943679E+018","La #Covid19 va estirpata, non mitigata con inutili politiche di convivenza col #SARSCoV2 #LongCovid #LongCovidKids https://t.co/PXNxA2Fypf",-1,0
"1,38877184337348E+018","Capisco che in Italia non ci sono dati e statistiche, ma guardate oltre Alpi. Età e malattie croniche sono quelle che maggiormente incidonono. Link per calcolare sta probabilità che Figliuolo non conosce https://t.co/giTL3WLRqX
 https://t.co/6b5E67ZGhM",-1,0
"1,38882603376023E+018","#ilmegliodiexportiamo - Il #Coronavirus ha trasformato le nostre esigenze legate a viaggi e vacanze, delineando nuove tendenze che l’industria turistica non potrà più ignorare. Scopriamo insieme quali saranno i trend del #turismo post-Covid 👇
https://t.co/YWaUeJLovQ",0,0
"1,38890267524111E+018","30 APRILE 2021_AISC PARTECIPA ALLA CAMPAGNA DI SENSIBILIZZAZIONE DI RISPOSTA AL COVID-19 DELLA GLOBAL HEART HUB
L'assistenza cardiaca ritardata o evitata aumenta il rischio di danni irreversibili a lungo termine e persino di morte.",0,0
"1,38891748295875E+018",C’è ancora chi pensa che i bambini non si ammalano di #Covid19. Svegliatevi se non volete fare dei vostri figli dei malati cronici. #SARSCoV2 #LongCovid #LongCovidKids,-1,1
"1,38892089838481E+018","Hey
#NichtMeinBundesrat
La responsabilità è solo vostra ⬇️
VERGOGNATEVI 🤡
#SwissCovidCrime
#SwissCovidFail
#impfgate
#LongCovidKids
#ProtectTheKids 
#Durchseuchungneindanke",-1,1
"1,38893113250753E+018","""Essere sopravvissuti a una catastrofe che si è cronicizzata, spingendoci fuori dall'emergenza e dall'allerta, ci ha rassicurato in un senso preciso ma atroce: ci ha detto che niente dipendeva da noi."" @Sciandi #covid19",-1,0
